run_accession	bam_ftp	base_count	broker_name	experiment_accession	experiment_alias	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_public	instrument_model	last_updated	library_layout	library_selection	library_source	nominal_length	nominal_sdev	bam_bytes	run_alias	sample_accession	sample_alias	sample_title	scientific_name	secondary_sample_accession	secondary_study_accession	sra_bytes	sra_ftp	sra_md5	study_accession	study_title	submission_accession	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_md5	tax_id
SRR8357737		1053152850		SRX5168712	53	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8357737/SRR8357737.fastq.gz	593451330	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357737/SRR8357737.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357737/SRR8357737.fastq.gz	4438d42948a3745fbe3b1ab972920eff	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFNNGBGX2_n01_4s-56.fastq.gz	SAMN10618360	4s-56	Plant sample from Oryza sativa	Oryza sativa	SRS4176375	SRP174002	403181443	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8357737	0cc99d7a68eb1f05a0d55b75a3e31f9d	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357774		1324427756		SRX5168675	292	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/004/SRR8357774/SRR8357774.fastq.gz	713971356	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357774/SRR8357774.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357774/SRR8357774.fastq.gz	8879419ebbdaa96b831739d0036de609	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HKNHCBGXY_n01_timecourse_shoot_45k1.fastq.gz	SAMN10618599	45min_leaf_KCl_Rep1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176338	SRP174002	471515326	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/004/SRR8357774	313937a1659d0e0dadc5076c9c861842	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357701		1365604480		SRX5168748	311	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357701/SRR8357701.fastq.gz	742560509	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357701/SRR8357701.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357701/SRR8357701.fastq.gz	bbc7ddcb091474f4843225d7452c367a	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HL7VKBGXY_n01_timecourse_shoot_90k2.fastq.gz	SAMN10618618	90min_leaf_KCl_Rep2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176412	SRP174002	487574628	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357701	76171a42766adc33fbc12d8afba99661	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357740		1272739725		SRX5168709	264	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/000/SRR8357740/SRR8357740.fastq.gz	692658389	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8357740/SRR8357740.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8357740/SRR8357740.fastq.gz	d350812aa1edfa74c112f45ea5439f77	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WLMBGX2_n01_25_0625_2.fastq.gz	SAMN10618571	25percent_Water_0.625mM_Nitrogen_Rep_2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176372	SRP174002	456980901	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/000/SRR8357740	330bb82c9cdc158065156e54eb6b2d17	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357702		1070404520		SRX5168747	314	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8357702/SRR8357702.fastq.gz	573381878	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8357702/SRR8357702.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8357702/SRR8357702.fastq.gz	8f81d2aadd7fde95be1eec15904aceef	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HL7VKBGXY_n01_timecourse_shoot_90n2.fastq.gz	SAMN10618621	90min_leaf_N_Rep2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176410	SRP174002	376254585	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/002/SRR8357702	e7213d80c3c26d86f9331c6460f8e9ec	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357776		1391624828		SRX5168673	322	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/006/SRR8357776/SRR8357776.fastq.gz	728905185	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357776/SRR8357776.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357776/SRR8357776.fastq.gz	b20795a41fecabb559ff23c5a473dcd6	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HL7Y3BGXY_n01_timecourse_shoot_10n1.fastq.gz	SAMN10618629	10min_leaf_N_Rep1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176336	SRP174002	476872436	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/006/SRR8357776	78ba984555a89d734bbc3e25177386cf	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357741		1075768275		SRX5168708	263	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357741/SRR8357741.fastq.gz	586339456	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357741/SRR8357741.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357741/SRR8357741.fastq.gz	d958b3dc9c620adcd85aa1dc79f9d1ad	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WLMBGX2_n01_25_0625_1.fastq.gz	SAMN10618570	25percent_Water_0.625mM_Nitrogen_Rep_1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176371	SRP174002	389231016	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357741	211bfcb687085e97a24ca1830b1d733f	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357703		1341760088		SRX5168746	313	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/003/SRR8357703/SRR8357703.fastq.gz	719843333	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8357703/SRR8357703.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8357703/SRR8357703.fastq.gz	0f48e7fa3dd788afa2601463f4b03a1a	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HL7VKBGXY_n01_timecourse_shoot_90n1.fastq.gz	SAMN10618620	90min_leaf_N_Rep1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176409	SRP174002	471974207	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/003/SRR8357703	9ab169c09b6b0f65812a457b6c3e1ea2	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357747		1112022600		SRX5168702	269	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8357747/SRR8357747.fastq.gz	604888254	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357747/SRR8357747.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357747/SRR8357747.fastq.gz	d7902f4f3c20747be193f3846eabdddb	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WLMBGX2_n01_25_25_1.fastq.gz	SAMN10618576	25percent_Water_2.5mM_Nitrogen_Rep_1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176365	SRP174002	403072946	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8357747	84a28f430ebadcf48cf2a0255671ede6	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357780		2246969716		SRX5168669	326	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/000/SRR8357780/SRR8357780.fastq.gz	1179335623	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8357780/SRR8357780.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8357780/SRR8357780.fastq.gz	aaae06b1d3b5e707ef29db1d6f1e8075	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HL7Y3BGXY_n01_timecourse_shoot_5k1.fastq.gz	SAMN10618633	5min_leaf_KCl_Rep1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176332	SRP174002	770874237	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/000/SRR8357780	30670e617c9e7d483e8c11276cb23cba	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357707		2190049592		SRX5168742	317	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8357707/SRR8357707.fastq.gz	1147243820	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357707/SRR8357707.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357707/SRR8357707.fastq.gz	75e24294085fc8923b2cf58e95012aa7	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HL7Y3BGXY_n01_timecourse_shoot_02.fastq.gz	SAMN10618624	0min_leaf_Rep2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176407	SRP174002	749239569	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8357707	77c9523a1cb20b5dd8ea8b3dce5e6211	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357751		1013200050		SRX5168698	106	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357751/SRR8357751.fastq.gz	567340189	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357751/SRR8357751.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357751/SRR8357751.fastq.gz	923ee19efbe31a7b5e50fc00a89e55bf	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFNNGBGX2_n01_4w-52.fastq.gz	SAMN10618413	4w-52	Plant sample from Oryza sativa	Oryza sativa	SRS4176361	SRP174002	387027246	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357751	a4836e91bda3e607b2e2e1c234b68da3	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357709		1099127469		SRX5168740	406	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8357709/SRR8357709.fastq.gz	753886021	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357709/SRR8357709.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357709/SRR8357709.fastq.gz	16b89e2f9915b52acb2a5316def082bf	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7W8DACXX l08n01 k_5_1.34100000034dce.fastq.gz	SAMN10618713	5min_root_KCl_Rep1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176403	SRP174002	495973375	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/009/SRR8357709	0157bd7f44aca62c83447c15733038d5	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357791		704385300		SRX5168658	89	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357791/SRR8357791.fastq.gz	394064269	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357791/SRR8357791.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357791/SRR8357791.fastq.gz	08de5f213466c65d50046a2d950f2698	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGV7YBGX2_n01_4w-33_dr.fastq.gz	SAMN10618396	4w-33	Plant sample from Oryza sativa	Oryza sativa	SRS4176321	SRP174002	278819326	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357791	c4c6081cb1113e3b64ad98b2e7862cf2	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357753		967455900		SRX5168696	108	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/003/SRR8357753/SRR8357753.fastq.gz	541445746	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8357753/SRR8357753.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8357753/SRR8357753.fastq.gz	b604db49108e7f086f5be4b27ead857c	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFNNGBGX2_n01_4w-54.fastq.gz	SAMN10618415	4w-54	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176359	SRP174002	368474528	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/003/SRR8357753	ae32f04e3267683cc44ad26219fada70	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357715		848254746		SRX5168734	404	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/005/SRR8357715/SRR8357715.fastq.gz	561171663	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8357715/SRR8357715.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8357715/SRR8357715.fastq.gz	8b7be0f87531cd755d578efb07357793	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7W8DACXX l07n01 n_10_3.34100000034fcc.fastq.gz	SAMN10618711	10min_root_N_Rep3	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176397	SRP174002	372523250	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/005/SRR8357715	53ac30491695ceb04b833612e221246e	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357757		1141243664		SRX5168692	216	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8357757/SRR8357757.fastq.gz	623151828	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357757/SRR8357757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357757/SRR8357757.fastq.gz	b924a41fe9be1ff1381c92532e06d713	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H5GGKBGX2_n01_9w-48_dr.fastq.gz	SAMN10618523	9w-48	Plant sample from Oryza sativa	Oryza sativa	SRS4176355	SRP174002	440023227	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8357757	9b5fdec6a316469dd4e5ce663c5bc535	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357793		922256475		SRX5168656	83	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/003/SRR8357793/SRR8357793.fastq.gz	512905958	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8357793/SRR8357793.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8357793/SRR8357793.fastq.gz	47083a4e32a3ca0e3ef24ffa50d13fb4	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFJJCBGX2_n01_4w-27.fastq.gz	SAMN10618390	4w-27	Plant sample from Oryza sativa	Oryza sativa	SRS4176318	SRP174002	350349842	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/003/SRR8357793	408f4df5fc5bfb2db63a57c830b5f3df	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357718		696484560		SRX5168731	366	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/008/SRR8357718/SRR8357718.fastq.gz	473199838	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8357718/SRR8357718.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8357718/SRR8357718.fastq.gz	162c22ed0a5718b53779d3c9b9b9e587	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7W8DACXX l06n01 k_30_1.3410000003505f.fastq.gz	SAMN10618673	30min_root_KCl_Rep1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176395	SRP174002	311612369	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/008/SRR8357718	4f507cd6308a246021faa050ab9ec909	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357759		1196983500		SRX5168690	218	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8357759/SRR8357759.fastq.gz	673320287	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357759/SRR8357759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357759/SRR8357759.fastq.gz	79325ffcaba15180adb00deb60e3df8c	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGV7YBGX2_n01_9w-50_dr.fastq.gz	SAMN10618525	9w-50	Plant sample from Oryza sativa	Oryza sativa	SRS4176353	SRP174002	476161435	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/009/SRR8357759	8e257425e6199b0e23b727371bf41e00	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357719		760862319		SRX5168730	367	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8357719/SRR8357719.fastq.gz	496683352	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357719/SRR8357719.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357719/SRR8357719.fastq.gz	e973e7d46e0b4f1353baca65ef6ab225	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7W8DACXX l06n01 k_30_2.34100000035085.fastq.gz	SAMN10618674	30min_root_KCl_Rep2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176393	SRP174002	340698665	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/009/SRR8357719	ef35591d66427e280fe39845b37d5dde	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357761		2638014000		SRX5168688	212	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357761/SRR8357761.fastq.gz	1522222954	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357761/SRR8357761.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357761/SRR8357761.fastq.gz	fc9c0f767921238a05aee21de1d5cbbc	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGV7YBGX2_n01_9w-44_dr.fastq.gz	SAMN10618519	9w-44	Plant sample from Oryza sativa	Oryza sativa	SRS4176351	SRP174002	1064224287	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357761	b614b366dbefc654963b67b14425f6d0	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357797		903442575		SRX5168652	87	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8357797/SRR8357797.fastq.gz	510951003	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357797/SRR8357797.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357797/SRR8357797.fastq.gz	acdc2426f444c77d1048226a187f4073	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFJJCBGX2_n01_4w-31.fastq.gz	SAMN10618394	4w-31	Plant sample from Oryza sativa Indica Group	Oryza sativa Indica Group	SRS4176315	SRP174002	346680454	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8357797	4d2cac8626300e6fdde0c2593e5fc395	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39946
SRR8357721		718424148		SRX5168728	361	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357721/SRR8357721.fastq.gz	480553322	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357721/SRR8357721.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357721/SRR8357721.fastq.gz	12da1b33eaf6cb89cca04e84b38b2349	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7W8DACXX l07n01 k_20_2.34100000035042.fastq.gz	SAMN10618668	20min_root_KCl_Rep2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176391	SRP174002	315826338	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357721	693d99f1297216b8b6b8bc2ad022cebf	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357764		910239225		SRX5168685	198	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/004/SRR8357764/SRR8357764.fastq.gz	509846155	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357764/SRR8357764.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357764/SRR8357764.fastq.gz	225ce56878542f82e10348db9a65f21c	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFJJCBGX2_n01_9w-28.fastq.gz	SAMN10618505	9w-28	Plant sample from Oryza sativa	Oryza sativa	SRS4176348	SRP174002	348055064	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/004/SRR8357764	cff4499223dca411f5952d30bd0de4b7	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357799		901200750		SRX5168650	85	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8357799/SRR8357799.fastq.gz	501110007	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357799/SRR8357799.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357799/SRR8357799.fastq.gz	c6dc67ff6700342af0b4aa17b39d8d81	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFJJCBGX2_n01_4w-29.fastq.gz	SAMN10618392	4w-29	Plant sample from Oryza sativa	Oryza sativa	SRS4176312	SRP174002	341136702	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/009/SRR8357799	d3dfa4b5bc49a8e31b37eb55820927bd	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357722		775148898		SRX5168727	362	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8357722/SRR8357722.fastq.gz	500406519	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8357722/SRR8357722.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8357722/SRR8357722.fastq.gz	cb7dd205c68723d57285e7c4117699c5	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7W8DACXX l07n01 k_20_3.34100000035078.fastq.gz	SAMN10618669	20min_root_KCl_Rep3	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176390	SRP174002	336204246	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/002/SRR8357722	02f811a7338afbbe762c9dfef0e2c39c	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357766		791586975		SRX5168683	196	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/006/SRR8357766/SRR8357766.fastq.gz	437270232	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357766/SRR8357766.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357766/SRR8357766.fastq.gz	dc89db81b04d9654ebfbb6c0519cdcd9	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFJJCBGX2_n01_9w-26.fastq.gz	SAMN10618503	9w-26	Plant sample from Oryza sativa	Oryza sativa	SRS4176346	SRP174002	301671790	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/006/SRR8357766	49f72dbf01625a4751b713880fa9af1f	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357724		923164617		SRX5168725	364	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/004/SRR8357724/SRR8357724.fastq.gz	606961955	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357724/SRR8357724.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357724/SRR8357724.fastq.gz	f1f7d620ffec77bd362e26a61c39ea75	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7KCWACXX_l01n01_n_20_2.35100000038351.fastq.gz	SAMN10618671	20min_root_N_Rep2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176388	SRP174002	406482183	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/004/SRR8357724	a2df27ad11ac1b6816b4e93f016e71d4	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357767		1226511750		SRX5168682	195	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8357767/SRR8357767.fastq.gz	679497876	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357767/SRR8357767.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357767/SRR8357767.fastq.gz	3768b58420bee4a6e4594f31ccb5021e	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HYJKMBGXY_n01_9w-25.fastq.gz	SAMN10618502	9w-25	Plant sample from Oryza sativa	Oryza sativa	SRS4176345	SRP174002	465504011	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8357767	94113d377d119ae2fa3eaf8dce0c036a	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
